137.2867	23.92
137.2951	24.04
137.3034	23.85
137.3117	24.15
137.3201	23.29
137.3284	23.58
137.3367	23.55
137.3451	22.99
137.3534	23.2
137.3617	23.11
137.3701	22.96
137.3811	23.22
137.3867	23.06
137.3951	23.08
137.4034	23.18
137.4117	23.62
137.4201	23.49
137.4284	23.4
137.4367	22.99
137.4451	22.34
137.4534	22.22
137.4617	22.38
137.4701	22.04
137.4784	22.63
137.4867	22.13
137.4951	21.96
137.5034	21.78
137.5117	22.16
137.5201	21.77
137.5284	22.4
137.5367	22.7
137.5451	23.06
137.5534	23.07
137.5617	23.19
137.5701	23.71
137.5784	23.6
137.5867	24.34
137.5951	24.64
137.6034	24.72
137.6117	24.44
137.6201	24.96
137.6311	24.97
137.6368	24.72
137.6451	24.31
137.6534	23.72
137.6618	24.59
137.6701	24.15
137.6784	24.41
137.6868	24.42
137.6951	24.98
137.7034	24.85
137.7118	25.01
137.7201	25.35
137.7284	24.95
137.7367	25.74
137.7451	24.99
137.7534	25.41
137.7617	25.63
137.7701	25.7
137.7784	25.74
137.7867	25.54
137.7951	25.05
137.8034	25.85
137.8117	25.4
137.8201	25.06
137.8284	25.2
137.8367	25.4
137.8451	25.58
137.8534	25.79
137.8617	24.98
137.8701	25.54
137.8811	24.9
137.8868	25.34
137.8951	25.37
137.9034	25.48
137.9118	25.18
137.9201	25.06
137.9284	25.23
137.9368	25.01
137.9451	24.99
137.9534	25.03
137.9618	24.81
137.9701	24.73
137.9784	24.71
137.9868	24.98
137.9951	24.91
138.0034	24.84
138.0117	25
138.0201	25.37
138.0284	24.42
138.0367	24.27
138.0451	24.95
138.0534	24.18
138.0617	23.97
138.0701	23.53
138.0784	23.09
138.0867	22.26
138.0951	22.05
138.1034	21.03
138.1117	21.38
138.1201	22.18
138.1311	22.19
138.1368	23.07
138.1451	22.54
138.1534	22.62
138.1618	23.4
138.1701	23.32
138.1784	23.94
138.1868	24.45
138.1951	24.13
138.2034	24.07
138.2118	23.9
138.2201	24.11
138.2284	24.52
138.2367	24.71
138.2451	24.53
138.2534	24.76
138.2617	24.74
138.2701	24.56
138.2784	25.17
138.2868	24.66
138.2951	24.95
138.3034	25.06
138.3117	25.03
138.3201	25.1
138.3284	24.97
138.3367	24.79
138.3451	25.18
138.3534	24.91
138.3617	24.94
138.3701	24.82
138.3811	24.96
138.3868	24.9
138.3951	24.95
138.4034	24.93
138.4118	24.6
138.4201	24.99
138.4284	24.96
138.4367	24.34
138.4451	24.71
138.4534	24.75
138.4617	24.46
138.4701	24.64
138.4784	24.16
138.4867	24.1
138.4951	24.26
138.5034	23.72
138.5117	23.67
138.5201	23.81
138.5284	23.41
138.5367	23.97
138.5451	24.05
138.5534	24.09
138.5617	23.86
138.5701	23.8
138.5784	24.37
138.5867	24.88
138.5951	25.23
138.6034	25.32
138.6117	24.27
138.6201	25.61
138.6311	24.6
138.6367	24.14
138.6451	25.15
138.6534	25.07
138.6617	25.11
138.6701	24.72
138.6784	24.2
138.6867	24.39
138.6951	24.26
138.7034	24.27
138.7117	24.36
138.7201	24.49
138.7284	24.19
138.7367	24.26
138.7451	24.24
138.7534	24.07
138.7617	23.97
138.7701	24.28
138.7784	23.84
138.7867	23.93
138.7951	23.87
138.8034	23.61
138.8117	23.76
138.8201	24.19
138.8284	23.64
138.8367	23.91
138.8451	23.88
138.8534	23.76
138.8617	23.37
138.8701	23.69
138.8811	24.3
138.8868	23.77
138.8951	24.03
138.9034	24.31
138.9118	24.24
138.9201	24.21
138.9284	24.05
138.9368	23.81
138.9451	23.97
138.9534	23.74
138.9618	23.62
138.9701	23.97
138.9784	23.93
138.9868	24.11
138.9951	24.36
139.0034	23.92
139.0118	23.8
139.0201	24.13
139.0284	24.3
139.0367	24.03
139.0451	23.87
139.0534	24.24
139.0617	24.02
139.0701	24.29
139.0784	23.95
139.0867	23.93
139.0951	24.06
139.1034	24.21
139.1117	24.15
139.1201	24.15
139.1311	24.18
139.1367	24.28
139.1451	23.68
139.1534	24.21
139.1617	24.77
139.1701	24.27
139.1784	24.54
139.1867	24.48
139.1951	24.68
139.2034	24.34
139.2117	24.14
139.2201	24.57
139.2284	24.04
139.2367	24.15
139.2451	24.09
139.2534	24.19
139.2617	24.18
139.2701	24.52
139.2784	23.85
139.2867	24.48
139.2951	23.67
139.3034	23.46
139.3117	23.86
139.3201	23.14
139.3284	23.31
139.3367	23.51
139.3451	23.3
139.3534	23.73
139.3617	23.55
139.3701	23.64
139.3811	23.54
139.3868	23.07
139.3951	23.4
139.4034	23.25
139.4118	23.37
139.4201	23.35
139.4284	23.57
139.4368	23.23
139.4451	23.27
139.4534	23.13
139.4618	23.35
139.4701	23.45
139.4784	23.26
139.4868	22.83
139.4951	22.98
139.5034	22.82
139.5118	22.68
139.5201	22.94
139.5284	22.82
139.5367	23.18
139.5451	22.98
139.5534	22.6
139.5617	22.16
139.5701	22.49
139.5784	21.9
139.5867	22.46
139.5951	22.56
139.6034	22.1
139.6117	21.48
139.6201	21.52
139.6311	21.81
139.6368	21.71
139.6451	21.5
139.6534	21.95
139.6618	21.6
139.6701	22.45
139.6784	22.29
139.6868	22.44
139.6951	22.43
139.7034	22.93
139.7118	23.22
139.7201	23.18
139.7284	22.97
139.7368	22.9
139.7451	23.05
139.7534	22.96
139.7617	22.45
139.7701	22.73
139.7784	23.16
139.7867	22.99
139.7951	23.16
139.8034	22.84
139.8117	23.32
139.8201	23.51
139.8284	23.01
139.8367	23.26
139.8451	23.28
139.8534	23.09
139.8617	23.36
139.8701	23.46
139.8811	23.5
139.8867	23.33
139.8951	23.19
139.9034	23.25
139.9117	22.92
139.9201	23.36
139.9284	22.89
139.9367	22.51
139.9451	23.02
139.9534	23
139.9617	23.01
139.9701	23.02
139.9784	22.8
139.9867	22.79
139.9951	23.02
140.0034	22.69
140.0117	22.71
140.0201	23.09
140.0284	22.89
140.0367	22.96
140.0451	22.93
140.0534	22.75
140.0617	22.98
140.0701	23.08
140.0784	23.54
140.0867	23.22
140.0951	22.93
140.1034	23.25
140.1117	23.19
140.1201	23.09
140.1311	23.24
140.1367	22.94
140.1451	23.28
140.1534	23.15
140.1617	23.06
140.1701	23.21
140.1784	23.13
140.1867	22.83
140.1951	22.48
140.2034	22.68
140.2117	22.91
140.2201	23.03
140.2284	23.31
140.2367	23.27
140.2451	23.02
140.2534	23.06
140.2617	23.12
140.2701	23.37
140.2784	23.2
140.2867	23.19
140.2951	23.26
140.3034	23.14
140.3117	23.14
140.3201	23.04
140.3284	23.03
140.3367	23.48
140.3451	22.93
140.3534	23.22
140.3617	23.25
140.3701	23.49
140.3811	23.19
140.3868	23.17
140.3951	22.79
140.4034	22.99
140.4118	23.41
140.4201	23.51
140.4284	23.33
140.4368	22.7
140.4451	23.08
140.4534	22.53
140.4618	22.37
140.4701	22.16
140.4784	21.87
140.4868	21.75
140.4951	21.07
140.5034	20.46
140.5118	20.18
140.5201	19.93
140.5284	20.39
140.5368	20.22
140.5451	20.28
140.5534	19.97
140.5618	20.43
140.5701	20.21
140.5784	20.17
140.5868	20.53
140.5951	19.93
140.6034	20.07
140.6118	19.72
140.6201	19.65
140.6311	19.38
140.6367	19.71
140.6451	19.02
140.6534	19.73
140.6617	18.46
140.6701	18.55
140.6784	18.41
140.6867	19.07
140.6951	18.96
140.7034	19.59
140.7117	20
140.7201	20.07
140.7284	19.99
140.7367	19.68
140.7451	19.66
140.7534	19.81
140.7617	19.78
140.7701	19.83
140.7784	19.46
140.7867	19.45
140.7951	19.83
140.8034	19.94
140.8117	19.52
140.8201	18.65
140.8284	18.69
140.8367	18.83
140.8451	18.64
140.8534	18.8
140.8617	18.69
140.8701	18.43
140.8811	18.4
140.8868	18.46
140.8951	18.23
140.9034	18.73
140.9118	19.01
140.9201	19.04
140.9284	19.09
140.9367	19.81
140.9451	20.23
140.9534	20.27
140.9617	20.33
140.9701	20.2
140.9784	20.47
140.9867	20.47
140.9951	20.45
141.0034	20.53
141.0117	20.26
141.0201	20.75
141.0284	20.26
141.0367	20.67
141.0451	20.79
141.0534	19.92
141.0617	20.68
141.0701	20.98
141.0784	21.59
141.0867	21.44
141.0951	22.03
141.1034	22.46
141.1117	22.88
141.1201	22.93
141.1311	22.61
141.1367	21.75
141.1451	21.29
141.1534	20.99
141.1617	21.29
141.1701	21.71
141.1784	21.58
141.1867	21.81
141.1951	21.72
141.2034	22.01
141.2117	21.62
141.2201	21.66
141.2284	21.2
141.2367	21.17
141.2451	21.06
141.2534	21.42
141.2617	20.93
141.2701	20.35
141.2784	20.24
141.2867	20.52
141.2951	20.62
141.3034	20.58
141.3117	20.69
141.3201	20.72
141.3284	20.86
141.3367	20.8
141.3451	20.86
141.3534	20.75
141.3617	20.82
141.3701	21.19
141.3811	20.89
141.3868	20.95
141.3951	21.01
141.4034	20.64
141.4118	20.73
141.4201	20.59
141.4284	20.74
141.4368	21.07
141.4451	21.31
141.4534	21.11
141.4618	21.16
141.4701	21.16
141.4784	21.02
141.4868	21.36
141.4951	21.24
141.5034	21.82
141.5118	21.54
141.5201	22.05
141.5284	22.14
141.5367	22.36
141.5451	22.5
141.5534	22.64
141.5617	22.29
141.5701	22.65
141.5784	22.13
141.5867	22.68
141.5951	22.66
141.6034	22.58
141.6117	23.17
141.6201	22.9
141.6311	23.59
141.6368	23.76
141.6451	22.95
141.6534	23.65
141.6618	23.6
141.6701	22.67
141.6784	22.1
141.6868	21.33
141.6951	21.7
141.7034	20.1
141.7118	19.02
141.7201	19.21
141.7284	18.96
141.7368	18.95
141.7451	18.63
141.7534	18.98
141.7618	19.26
141.7701	20.26
141.7784	20.15
141.7868	20.53
141.7951	20.87
141.8034	20.76
141.8118	21.28
141.8201	20.68
141.8284	21
141.8367	21.07
141.8451	21.28
141.8534	21.23
141.8617	21.06
141.8701	20.81
141.8811	20.73
141.8868	20.67
141.8951	20.72
141.9034	20.73
141.9118	20.32
141.9201	20.54
141.9284	20.92
141.9368	20.9
141.9451	20.98
141.9534	21.01
141.9617	20.5
141.9701	20.58
141.9784	20.61
141.9867	20.78
141.9951	20.74
142.0034	20.55
142.0117	20.68
142.0201	20.86
142.0284	20.3
142.0367	19.69
142.0451	19.7
142.0534	19.65
142.0617	19.7
142.0701	20.11
142.0784	20.11
142.0867	19.88
142.0951	19.83
142.1034	20.36
142.1117	19.91
142.1201	19.93
142.1311	19.95
142.1368	19.94
142.1451	19.93
142.1534	20.24
142.1618	19.56
142.1701	19.43
142.1784	19.34
142.1868	19.03
142.1951	19.08
142.2034	19.23
142.2118	18.99
142.2201	19.12
142.2284	18.93
142.2368	19.22
142.2451	19.17
142.2534	19.15
142.2617	18.95
142.2701	19.04
142.2784	19.12
142.2867	18.86
142.2951	19.16
142.3034	18.99
142.3117	19.6
142.3201	19.45
142.3284	19.36
142.3367	19.48
142.3451	19.71
142.3534	19.77
142.3617	19.65
142.3701	19.53
142.3811	20.06
142.3868	19.51
142.3951	20.17
142.4034	20.06
142.4118	20.52
142.4201	20.81
142.4284	20.91
142.4368	20.84
142.4451	20.87
142.4534	20.78
142.4618	20.11
142.4701	20.43
142.4784	20.45
142.4868	20.29
142.4951	20.11
142.5034	20.12
142.5118	19.97
142.5201	19.95
142.5284	19.83
142.5368	19.88
142.5451	19.89
142.5534	19.78
142.5618	19.75
142.5701	19.83
142.5784	19.54
142.5868	19.56
142.5951	19.8
142.6034	20.48
142.6118	19.8
142.6201	20.25
142.6311	20.43
142.6368	20.48
142.6451	20.76
142.6534	21.21
142.6618	20.91
142.6701	20.9
142.6784	20.64
142.6868	20.8
142.6951	21.04
142.7034	20.6
142.7118	20.67
142.7201	21.03
142.7284	20.61
142.7368	20.15
142.7451	20.1
142.7534	20.14
142.7618	19.86
142.7701	19.88
142.7784	19.9
142.7868	20.24
142.7951	19.79
142.8034	19.65
142.8118	20.13
142.8201	19.62
142.8284	20.02
142.8368	20.1
142.8451	20.12
142.8534	19.75
142.8618	19.07
142.8701	19.2
142.8811	18.4
142.8868	18.64
142.8951	18.32
142.9034	18.63
142.9118	18.59
142.9201	18.96
142.9284	18.91
142.9368	18.91
142.9451	19.25
142.9534	19.6
142.9618	19.86
142.9701	19.94
142.9784	19.89
142.9868	19.62
142.9951	20.37
143.0034	20.58
143.0118	20.48
143.0201	20.72
143.0284	20.4
143.0368	20.78
143.0451	19.79
143.0534	20.25
143.0618	20.12
143.0701	19.97
143.0784	19.71
143.0868	20.12
143.0951	20.31
143.1034	20.62
143.1118	20.57
143.1201	20.75
143.1311	20.73
143.1368	20.94
143.1451	20.67
143.1534	20.43
143.1618	20.7
143.1701	20.94
143.1784	20.46
143.1868	20.85
143.1951	20.68
143.2034	19.91
143.2118	19.55
143.2201	19.63
143.2284	19.53
143.2368	19.71
143.2451	20.05
143.2534	20.23
143.2618	19.73
143.2701	20.07
143.2784	19.07
143.2868	19.47
143.2951	18.91
143.3034	19.12
143.3118	19.07
143.3201	19.13
143.3284	19.05
143.3368	19.17
143.3451	19.22
143.3534	19.23
143.3618	19
143.3701	19.23
143.3811	18.93
143.3868	19.32
143.3951	19.24
143.4034	19.16
143.4118	19.13
143.4201	19.09
143.4284	19.32
143.4368	19.28
143.4451	19.2
143.4534	19.2
143.4618	19.07
143.4701	19.21
143.4784	19.39
143.4868	19.44
143.4951	19.43
143.5034	19.22
143.5118	19.8
143.5201	19.81
143.5284	20.35
143.5367	20.09
143.5451	20.42
143.5534	20.49
143.5617	20.47
143.5701	20.51
143.5784	20.49
143.5867	20.5
143.5951	20.33
143.6034	20.13
143.6117	20.19
143.6201	20.15
143.6311	19.81
143.6368	19.77
143.6451	19.64
143.6534	19.16
143.6618	19.21
143.6701	19.67
143.6784	19.94
143.6868	19.29
143.6951	19.2
143.7034	19.32
143.7118	19.41
143.7201	19.42
143.7284	19.09
143.7368	19.37
143.7451	19.6
143.7534	19.02
143.7617	18.87
143.7701	17.18
143.7784	17.45
143.7867	15.98
143.7951	17.2
143.8034	16.76
143.8117	17.48
143.8201	17.91
143.8284	17.62
143.8367	17.7
143.8451	17.56
143.8534	17.52
143.8617	17.72
143.8701	17.48
143.8811	17.71
143.8868	17.32
143.8951	17.22
143.9034	17.79
143.9118	17.54
143.9201	17.78
143.9284	17.7
143.9368	17.82
143.9451	17.53
143.9534	17.53
143.9618	17.56
143.9701	17.95
143.9784	17.48
143.9868	17.75
143.9951	17.91
144.0034	17.41
144.0118	17.51
144.0201	17.04
144.0284	17.17
144.0368	16.22
144.0451	16.55
144.0534	17.51
144.0618	17.99
144.0701	18.07
144.0784	18.13
144.0868	17.73
144.0951	17.67
144.1034	16.72
144.1118	16.69
144.1201	16.4
144.1311	15.59
144.1368	15.61
144.1451	16.46
144.1534	16.43
144.1618	16.58
144.1701	17.21
144.1784	18.18
144.1868	17.27
144.1951	17.9
144.2034	17.88
144.2118	17.78
144.2201	17.31
144.2284	17.46
144.2368	17.18
144.2451	17.39
144.2534	17.32
144.2618	17.18
144.2701	17.63
144.2784	17.92
144.2868	18.04
144.2951	17.66
144.3034	18.24
144.3118	17.81
144.3201	17.18
144.3284	16.75
144.3368	19.94
144.3451	20.16
144.3534	20.5
144.3618	20
144.3701	17.76
144.3811	17.77
144.3868	17.39
144.3951	17.47
144.4034	18.11
144.4118	18.26
144.4201	18.17
144.4284	18.11
144.4368	18.23
144.4451	17.44
144.4534	18.24
144.4618	20.31
144.4701	19.93
144.4784	19.64
144.4868	21.57
144.4951	20.88
144.5034	20.52
144.5118	20.58
144.5201	15.42
144.5284	16.41
144.5368	15.12
144.5451	14.41
144.5534	13.86
144.5618	14.07
144.5701	13.93
144.5784	15.25
144.5868	15.15
144.5951	14.54
144.6034	14.09
144.6118	14.19
144.6201	13.75
144.6311	14.96
144.6368	14.64
144.6451	15.24
144.6534	16.4
144.6618	16.3
144.6701	16.72
144.6784	17.23
144.6868	17.05
144.6951	17.68
144.7034	17.77
144.7118	17.86
144.7201	18.23
144.7284	17.53
144.7368	16.06
144.7451	17.49
144.7534	17.44
144.7618	17.91
144.7701	17.45
144.7784	18.05
144.7868	19.48
144.7951	17.28
144.8034	17.43
144.8118	17.94
144.8201	19.89
144.8284	20.23
144.8368	18.02
144.8451	16.92
144.8534	14.06
144.8618	11.81
144.8701	13.46
144.8811	14.5
144.8868	17.07
144.8951	18.6
144.9034	19.28
144.9118	20.49
144.9201	21.24
144.9284	21.63
144.9368	21.32
144.9451	22.27
144.9534	21.72
144.9618	21.54
144.9701	21.07
144.9784	21.75
144.9868	20.83
144.9951	20.52
145.0034	20.17
145.0118	19.35
145.0201	19.2
145.0284	17
145.0368	17.7
145.0451	20.06
145.0534	20.33
145.0618	21.23
145.0701	21.32
145.0784	19.21
145.0868	14.63
145.0951	13.25
145.1034	13.47
145.1118	13.93
145.1201	12.72
145.1311	11.94
145.1368	12.11
145.1451	12.57
145.1534	12.72
145.1618	13.3
145.1701	13.82
145.1784	15.47
145.1868	15.44
145.1951	15.77
145.2034	15.6
145.2118	16.25
145.2201	15.48
145.2284	14.96
145.2368	14.74
145.2451	15.18
145.2534	15.93
145.2618	16.27
145.2701	16.54
145.2784	16.59
145.2868	17.4
145.2951	16.84
145.3034	15.94
145.3118	14.99
145.3201	14.41
145.3284	13.84
145.3368	13.16
145.3451	13.77
145.3534	13.2
145.3618	12.72
145.3701	12.86
145.3812	12.85
145.3868	12.83
145.3951	12.82
145.4034	12.72
145.4118	13
145.4201	13.92
145.4284	13.56
145.4368	14.2
145.4451	14.23
145.4534	14.85
145.4618	15.52
145.4701	15.32
145.4784	15.28
145.4868	15.45
145.4951	15.63
145.5034	16.14
145.5118	15.89
145.5201	15.18
145.5284	14.27
145.5368	14.38
145.5451	14.3
145.5534	15.22
145.5618	15.74
145.5701	16.11
145.5784	15.94
145.5868	18.7
145.5951	18.81
145.6034	19.42
145.6118	20.01
145.6201	19.14
145.6311	17.83
145.6368	18.7
145.6451	18.85
145.6534	19.49
145.6618	19.16
145.6701	19.52
145.6784	20.09
145.6868	19.87
145.6951	21.23
145.7034	20.46
145.7118	19.99
145.7201	18.75
145.7284	19.29
145.7368	18.78
145.7451	19.27
145.7534	19.82
145.7618	20.28
145.7701	20.14
145.7784	20.59
145.7868	19.92
145.7951	19.79
145.8034	19.65
145.8118	19.62
145.8201	21.15
145.8284	21.31
145.8368	20.12
145.8451	19.82
145.8534	19.86
145.8618	19.72
145.8701	19.52
145.8811	19.22
145.8868	17.63
145.8951	17.13
145.9034	17.73
145.9118	16.37
145.9201	15.55
145.9284	14.93
145.9368	14.68
145.9451	15.44
145.9534	16.23
145.9618	18.71
145.9701	18.74
145.9784	21
145.9868	20.3
145.9951	21.11
146.0034	21.52
146.0118	20.64
146.0201	20.97
146.0284	20
146.0368	20.34
146.0451	19.89
146.0534	19.08
146.0618	19.32
146.0701	19.1
146.0784	18.54
146.0868	15.8
146.0951	16.35
146.1034	16.49
146.1118	16.8
146.1201	16.82
146.1311	17.57
146.1368	17.55
146.1451	17.73
146.1534	18.09
146.1618	17.5
146.1701	17.59
146.1784	16.99
146.1868	12.44
146.1951	10.11
146.2034	9.83
146.2118	9.94
146.2201	10.13
146.2284	9.98
146.2368	10.61
146.2451	10.46
146.2534	10.51
146.2618	9.83
146.2701	9.21
146.2784	8.35
146.2868	9.08
146.2951	9.25
146.3034	9.28
146.3118	9.99
146.3201	11.07
146.3284	11.74
146.3368	12.05
146.3451	13.09
146.3534	13.99
146.3618	14.74
146.3701	11.68
146.3812	11.03
146.3868	10.92
146.3951	10.36
146.4034	11.88
146.4118	11.48
146.4201	11.36
146.4284	11.74
146.4368	13.02
146.4451	14.26
146.4534	16.46
146.4618	16.12
146.4701	16.18
146.4784	16.28
146.4868	15.46
146.495	16.06
146.5034	17.78
146.5118	17.57
146.5201	18.25
146.5284	19.5
146.5368	19.39
146.5451	19.29
146.5534	19.05
146.5618	19.02
146.5701	19.43
146.5784	19.39
146.5868	19.36
146.5951	21.33
146.6034	23.29
146.6118	22.23
146.6201	22.49
146.6311	23.16
146.6368	21.66
146.6451	22.37
146.6534	21.72
146.6618	21.99
146.6701	21.51
146.6784	21.69
146.6868	18.99
146.6951	19.46
146.7034	20.64
146.7118	16.36
146.7201	17.78
146.7284	17.52
146.7368	17.33
146.7451	18.87
146.7534	16.6
146.7618	17.26
146.7701	14.78
146.7784	16.03
146.7868	14.52
146.7951	14.68
146.8034	15.1
146.8118	15.63
146.8201	15
146.8284	15.05
146.8368	12.26
146.8451	13.77
146.8534	15.23
146.8618	16
146.8701	17.08
146.8811	15.72
146.8868	10.09
146.8951	12.1
146.9034	10.37
146.9118	11.42
146.9201	11.6
146.9284	10.86
146.9368	11.53
146.9451	11.97
146.9534	11.81
146.9618	13.98
146.9701	14.05
146.9784	13.8
146.9868	13.93
146.9951	13.35
147.0034	15.32
147.0118	15.87
147.0201	17.26
147.0284	19.97
147.0368	17.96
147.0451	17.5
147.0534	16.01
147.0618	15.93
147.0701	17.55
147.0784	17.86
147.0868	18.32
147.0951	17.35
147.1034	17.03
147.1118	16.63
147.1201	17.49
147.1312	18.34
147.1368	19.51
147.1451	19.13
147.1534	19.52
147.1618	18.95
147.1701	18.06
147.1784	11.86
147.1868	11.03
147.1951	10.67
147.2034	8.18
147.2118	8.69
147.2201	8.72
147.2284	8.02
147.2368	8.39
147.2451	8.27
147.2534	8.49
147.2618	8.36
147.2701	7.43
147.2784	7.39
147.2868	7.63
147.2951	7.88
147.3034	8.25
147.3118	8.51
147.3201	8.41
147.3284	10.1
147.3368	10.49
147.3451	10.64
147.3534	10.24
